1, 15
2, 15
3, 16
4, 16
5, 16
6, 16
7, 17
8, 17
9, 17
10, 18
11, 18
12, 19
13, 20
14, 22
15, 22
16, 22
17, 21
18, 18
19, 15
20, 15
21, 18
22, 15
23, 14
24, 14
